team_id,player_id,player_name,player_position,player_country
3984,12661,Marcelo Boeck,Goalkeeper,Brazil
3984,12662,Matheus Inácio,Goalkeeper,Brazil
3984,12663,Matheus Jesús,Goalkeeper,Brazil
3984,12664,Max Walef,Goalkeeper,Brazil
3984,1369,Jackson,Defender,Brazil
3984,1468,Paulão,Defender,Brazil
3984,1570,Gabriel Dias,Defender,Brazil
3984,1642,Carlinhos,Defender,Brazil
3984,11180,Nathan Ribeiro,Defender,Brazil
3984,12667,Adalberto,Defender,Brazil
3984,12669,Roger Carvalho,Defender,Brazil
3984,12670,Tinga,Defender,Brazil
3984,32206,Juan Quintero,Defender,Colombia
3984,114675,Diguinho,Defender,Brazil
3984,1345,Felipe Araruna,Midfielder,Brazil
3984,1446,Paulo Roberto,Midfielder,Brazil
3984,1717,Juninho,Midfielder,Brazil
3984,10858,Felipe Pires,Midfielder,Brazil
3984,12676,Felipe,Midfielder,Brazil
3984,12678,Bruno Melo,Midfielder,Brazil
3984,12689,Derley,Midfielder,Brazil
3984,12691,Edinho,Midfielder,Brazil
3984,12703,Marlon,Midfielder,Brazil
3984,18531,Adenilson,Midfielder,Brazil
3984,22644,Mariano Vázquez,Midfielder,Argentina
3984,28423,Santiago Romero,Midfielder,Uruguay
3984,45417,Nenê Bonilha,Midfielder,Brazil
3984,112983,Gustavo Coutinho,Midfielder,Brazil
3984,114885,Tião,Midfielder,Brazil
3984,1089,Matheus Alessandro,Attacker,Brazil
3984,1229,Kieza,Attacker,Brazil
3984,1287,Wellington Paulista,Attacker,Brazil
3984,1689,Éderson,Attacker,Brazil
3984,12654,André Luis,Attacker,Brazil
3984,12716,Osvaldo,Attacker,Brazil
3984,18742,Romarinho,Attacker,Brazil
3984,43070,Matheus Vargas,Attacker,Brazil
3984,12718,Rogério Ceni,None,Brazil
3984,125939,Marconne Montenegro,None,Brazil
4244,12985,João Carlos,Goalkeeper,Brazil
4244,13323,Cajuru,Goalkeeper,Brazil
4244,13717,Fabrício,Goalkeeper,Brazil
4244,79608,Jordi,Goalkeeper,Brazil
4244,113680,Igo,Goalkeeper,Brazil
4244,1269,Apodi,Defender,Brazil
4244,1404,Ronaldo Alves,Defender,Brazil
4244,1704,Naldo,Defender,Brazil
4244,13332,Dawhan,Defender,Brazil
4244,13334,Celsinho,Defender,Brazil
4244,13341,Rony,Defender,Brazil
4244,13343,Vital,Defender,Brazil
4244,13903,Alan Costa,Defender,Brazil
4244,13982,Carlinhos,Defender,Brazil
4244,103377,Luciano Castán,Defender,Brazil
4244,103378,Pedro Rosa,Defender,Brazil
4244,118363,Warley,Defender,Brazil
4244,125941,Euller,Defender,Brazil
4244,1388,Nilton,Midfielder,Brazil
4244,12624,João Vitor,Midfielder,Brazil
4244,13347,Didira,Midfielder,Brazil
4244,13348,Rafinha,Midfielder,Brazil
4244,13444,Maranhão,Midfielder,Brazil
4244,13784,Amaral,Midfielder,Brazil
4244,45341,Jean Cleber,Midfielder,Brazil
4244,104244,Lucas Dias,Midfielder,Brazil
4244,110927,Jonathan Gómez,Midfielder,Argentina
4244,115569,Madson,Midfielder,Brazil
4244,129457,Matheus Prado,Midfielder,Brazil
4244,13690,Alisson Safira,Attacker,Brazil
4244,13932,Alecsandro,Attacker,Brazil
4244,18661,Bruno Alves,Attacker,Brazil
4244,56380,Ricardo Bueno,Attacker,Brazil
4244,103382,Patrick Fabiano,Attacker,Brazil
4244,110794,Rodolfo Gamarra,Attacker,Paraguay
4244,111605,Héctor Bustamante,Attacker,Paraguay
4244,111708,Gerson Júnior,Attacker,Brazil
4244,117591,Pedro,Attacker,Brazil
4244,60881,Argélico Fucks,None,Brazil
4250,12929,Tadeu,Goalkeeper,Brazil
4250,13390,Matheus,Goalkeeper,Brazil
4250,13394,Marcelo Rangel,Goalkeeper,Brazil
4250,13396,Marcos,Goalkeeper,Brazil
4250,1206,Renatinho,Defender,Brazil
4250,1208,Yago,Defender,Brazil
4250,1242,Marcelo Hermes,Defender,Brazil
4250,12753,Kevin,Defender,Brazil
4250,13242,Geovane,Defender,Brazil
4250,13399,Fábio Sanches,Defender,Brazil
4250,13419,David Duarte,Defender,Brazil
4250,23873,Rafael Vaz,Defender,Brazil
4250,30820,Paulo Ricardo,Defender,Brazil
4250,45168,Lucão,Defender,Brazil
4250,118013,Iago,Defender,Brazil
4250,127150,Heron,Defender,Brazil
4250,127156,Breno,Defender,Brazil
4250,1278,Alan Ruschel,Midfielder,Brazil
4250,1309,Daniel Guedes,Midfielder,Brazil
4250,1416,Marlone,Midfielder,Brazil
4250,1485,Giovanni Augusto,Midfielder,Brazil
4250,1510,Yago Felipe,Midfielder,Brazil
4250,13424,Léo Sena,Midfielder,Brazil
4250,13427,Jefferson,Midfielder,Brazil
4250,13428,Thalles,Midfielder,Brazil
4250,13445,Rafinha,Midfielder,Brazil
4250,13452,Gilberto Júnior,Midfielder,Brazil
4250,13545,Kaio Nunes,Midfielder,Brazil
4250,20050,Jean Carlos,Midfielder,Brazil
4250,117985,Giovanny,Midfielder,Brazil
4250,118014,Flávio,Midfielder,Brazil
4250,124790,Yago Rocha,Midfielder,Brazil
4250,1657,Rafael Moura,Attacker,Brazil
4250,11200,Papagaio,Attacker,Brazil
4250,13378,Walter,Attacker,Brazil
4250,13455,Michael,Attacker,Brazil
4250,13460,Ricardo,Attacker,Brazil
4250,13462,Miguel Figueira,Attacker,Brazil
4250,28386,Leandro Barcia,Attacker,Uruguay
4250,118015,Vinícius,Attacker,Brazil
4250,125846,Alisson,Attacker,Brazil
4250,13469,Ney Franco,None,Brazil
4250,125154,Robson Gomes,None,Brazil
6684,1560,Danilo Fernandes,Goalkeeper,Brazil
6684,1561,Keiller,Goalkeeper,Brazil
6684,1562,Marcelo Lomba,Goalkeeper,Brazil
6684,1563,Daniel,Goalkeeper,Brazil
6684,118029,Carlos Miguel,Goalkeeper,Brazil
6684,1179,Emerson Santos,Defender,Brazil
6684,1334,Bruno,Defender,Brazil
6684,1564,Uendel,Defender,Brazil
6684,1565,Klaus,Defender,Brazil
6684,1567,Víctor Cuesta,Defender,Argentina
6684,1572,Rodrigo Moledo,Defender,Brazil
6684,1574,Zeca,Defender,Brazil
6684,115222,Bruno Fuchs,Defender,Brazil
6684,115223,Heitor,Defender,Brazil
6684,115224,Roberto,Defender,Brazil
6684,121911,Erik,Defender,Brazil
6684,1122,Matheus Galdezani,Midfielder,Brazil
6684,1211,Rodrigo Lindoso,Midfielder,Brazil
6684,1252,Bruno Silva,Midfielder,Brazil
6684,1575,Rodrigo Dourado,Midfielder,Brazil
6684,1578,Andrés D'Alessandro,Midfielder,Argentina
6684,1580,Edenilson,Midfielder,Brazil
6684,1582,Patrick,Midfielder,Brazil
6684,1584,Dudu,Midfielder,Brazil
6684,15449,Natanael Pimienta,Midfielder,Brazil
6684,61198,Rithely,Midfielder,Brazil
6684,61369,Nonato,Midfielder,Brazil
6684,121909,José Aldo,Midfielder,Brazil
6684,123264,Lucas Ramos,Midfielder,Brazil
6684,1256,Rafael Sóbis,Attacker,Brazil
6684,1363,Santiago Tréllez,Attacker,Colombia
6684,1519,Neilton,Attacker,Brazil
6684,1553,Paolo Guerrero,Attacker,Peru
6684,1588,Nicolás López,Attacker,Uruguay
6684,1590,William Pottker,Attacker,Brazil
6684,1592,Wellington Silva,Attacker,Brazil
6684,13934,Guilherme Parede,Attacker,Brazil
6684,45887,Martín Sarrafiore,Attacker,Argentina
6684,111278,Pedro Lucas,Attacker,Brazil
6684,123265,João Cardoso,Attacker,Brazil
6684,11147,Odair Hellmann,None,Brazil
6684,121910,Gabriel,None,Brazil
6685,1296,João Paulo,Goalkeeper,Brazil
6685,1298,Vanderlei,Goalkeeper,Brazil
6685,1299,John,Goalkeeper,Brazil
6685,1695,Everson,Goalkeeper,Brazil
6685,1301,Gustavo Henrique,Defender,Brazil
6685,1302,Victor Ferraz,Defender,Brazil
6685,1304,Lucas Veríssimo,Defender,Brazil
6685,1305,Luis Felipe,Defender,Brazil
6685,1308,Diego Pituca,Defender,Brazil
6685,1532,Pará,Defender,Brazil
6685,1706,Felipe Jonatan,Defender,Brazil
6685,8754,Jorge,Defender,Brazil
6685,10843,Venuto,Defender,Brazil
6685,22467,Felipe Aguilar,Defender,Colombia
6685,39513,Matheus Ribeiro,Defender,Brazil
6685,111820,Wagner,Defender,Brazil
6685,123353,Cadu,Defender,Brazil
6685,1086,Luan Peres,Midfielder,Brazil
6685,1314,Jean Mota,Midfielder,Brazil
6685,1318,Alison,Midfielder,Brazil
6685,1320,Guilherme,Midfielder,Brazil
6685,1346,Christian Cueva,Midfielder,Peru
6685,3167,Carlos Sánchez,Midfielder,Uruguay
6685,11646,Evandro,Midfielder,Brazil
6685,18608,Jobson,Midfielder,Brazil
6685,23333,Yeferson Soteldo,Midfielder,Venezuela
6685,107198,Tailson,Midfielder,Brazil
6685,107199,Sandry,Midfielder,Brazil
6685,121853,Ivonei,Midfielder,Brazil
6685,1325,Yuri Alberto,Attacker,Brazil
6685,1326,Eduardo Sasha,Attacker,Brazil
6685,3520,Bryan Ruiz,Attacker,Costa Rica
6685,16184,Derlis González,Attacker,Paraguay
6685,21600,Marinho,Attacker,Brazil
6685,39666,Fernando Uribe,Attacker,Colombia
6685,91310,Kaio Jorge,Attacker,Brazil
6685,121852,Allan Mota,Attacker,Brazil
6685,33636,Jorge Sampaoli,None,Argentina
6685,119620,Alexandre,None,Brazil
